ID,ENDOR||PRODUCT,ENDOR||PRODUCT,VENDOR,PRODUCT,PRONAME,ANOTHERNAME,LANGUAGE,CLUE URL,LICENSE,DOWNLOAD1,DOWNLOAD2,DOWNLOAD3,DOWNLOAD4,DOWNLOAD5,openhub,备注,,,,,,
1360,  redhat||icedtea-web,,redhat,icedtea-web,IcedTea-Web,,java,https://www.openhub.net/p/icedtea-web,GPL-2.0+,http://icedtea.classpath.org/hg/icedtea-web/,,,,,,,,,,,,
1361,  icinga||icinga,,icinga,icinga,Icinga,,PHP,https://www.openhub.net/p/icinga,GPL-2.0+,https://github.com/icinga,git://git.icinga.org/icinga-core.git master,,,,,主页,,,,,,
1362,,,xoops,icontent_module,icontent:Xoops,,PHP,http://sourceforge.net/projects/xoopstr/,GPL-2.0+,http://sourceforge.net/projects/xoops/files/XOOPS%20Module%20Repository/XOOPS2/iContent/,,,,,,,,,,,,
1363,  id3lib||id3lib,,id3lib,id3lib,id3lib,libid3,"C,C++",http://sourceforge.net/projects/id3lib/,GNU Library or Lesser General Public License version 2.0 (LGPLv2),http://sourceforge.net/projects/id3lib/,,,,,,,,,,,,
1364,  idmos||idmos,,idmos,idmos,IDMOS,,PHP,http://sourceforge.net/projects/idmos/,"GNU General Public License version 2.0 (GPLv2),Open Software License 3.0 (OSL3.0),PHP License",svn://svn.code.sf.net/p/idmos/code/trunk,,,,,,,,,,,,
1365,,,joomla,com_idoblog,IDoBlog:Joomla!,com_idoblog:Joomla!,PHP,,GPL-2.0+,http://idojoomla.com/download.html,,,,,,,,,,,,
1366,,,idojoomla,com_idoblog,IDoBlog:Joomla!,com_idoblog:Joomla!,PHP,,GPL-2.0+,http://idojoomla.com/download.html,,,,,,,,,,,,
1367,  i-doit||i-doit,,i-doit,i-doit,i-doit,,PHP,https://www.openhub.net/p/idoit,AGPL 3.0+,http://www.i-doit.org/,http://dev.synetics.de/svn/idoit/trunk,,,,,需要提交个人信息,,,,,,
1368,  rhadrix||if-cms,,rhadrix,if-cms,If-CMS,,PHP,http://sourceforge.net/projects/if-cms/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/if-cms/,,,,,,,,,,,,
1369,  launchpad||ignition,,launchpad,ignition,Ignition,,PHP,https://launchpad.net/ignition,,https://launchpad.net/ignition,,,,,,,,,,,,
1370,  ruven_pillay||iipimage_server,,ruven_pillay,iipimage_server,IIPImage Server,,"C++,HTML",https://github.com/ruven/iipsrv,,https://github.com/ruven/iipsrv.git,,,,,,,,,,,,
1371,  ikiwiki||ikiwiki,,ikiwiki,ikiwiki,ikiwiki,,Perl,https://github.com/joeyh/ikiwiki,,https://github.com/joeyh/ikiwiki.git,,,,,,,,,,,,
1372,  ilch||ilch_cms,,ilch,ilch_cms,Ilch CMS,,PHP,https://github.com/IlchCMS,,https://github.com/IlchCMS,,,,,*,,,,,,,
1373,  ilch||ilch_cms,,ilch,cms,Ilch CMS,,PHP,https://github.com/IlchCMS,,https://github.com/IlchCMS,,,,,*,,,,,,,
1374,  ilias||ilias,,ilias,ilias,ILIAS,ILIAS LMS,PHP,https://www.openhub.net/p/ilias,GPL-2.0+,http://svn.ilias.de/svn/ilias/trunk,git://github.com/ILIAS-eLearning/ILIAS.git trunk,,,,,,,,,,,
1375,,,unleashedmind,img_assist,Image Assist:Drupal,img_assist:Drupal,PHP,https://www.drupal.org/project/img_assist,GPL-2.0+,git://git.drupal.org/project/img_assist.git,,,,,,,,,,,,
1376,  wpslideshow||image_news_slider,  wpslideshow||image_news_slider,wpslideshow,image_news_slider,Image News slider:WordPress,,PHP,https://wordpress.org/plugins/wp-image-news-slider/developers/,GPL-2.0+,https://wordpress.org/plugins/wp-image-news-slider/developers/,,,,,,,,,,,,
1377,,,barry_jaspan,image_pager,Image Pager:Drupal,,PHP,https://www.drupal.org/project/image_pager,GPL-2.0+,git://git.drupal.org/project/image_pager.git,,,,,,,,,,,,
1378,,,drewish,imagecache,ImageCache:Drupal,,PHP,https://www.drupal.org/project/imagecache,GPL-2.0+,https://www.drupal.org/project/imagecache,,,,,,,,,,,,
1379,  imagecms||imagecms,,imagecms,imagecms,ImageCMS,,JavaScript,https://github.com/imagecms/ImageCMS,,https://github.com/imagecms/ImageCMS.git,,,,,,,,,,,,
1380,  imagemagick||imagemagick,,imagemagick,imagemagick,ImageMagick,,C,https://github.com/trevor/ImageMagick,,https://github.com/trevor/ImageMagick.git,https://www.imagemagick.org/subversion/ImageMagick/trunk,,,,,,,,,,,
1381,  imagemenu_project||imagemenu,  imagemenu_project||imagemenu,imagemenu_project,imagemenu,Imagemenu:Drupal,,PHP,https://www.drupal.org/project/imagemenu,GPL-2.0+,git://git.drupal.org/project/imagemenu.git,,,,,,,,,,,,
1382,  tony_cook||imager  imager||imager,  tony_cook||imager  imager||imager,tony_cook,imager,Imager,Imager perl module;libimager-perl,Perl,https://github.com/tonycoz/imager,,https://github.com/tonycoz/imager.git,,,,,,,,,,,,
1383,  tony_cook||imager  imager||imager,  tony_cook||imager  imager||imager,imager,imager,Imager,Imager perl module;libimager-perl,Perl,https://github.com/tonycoz/imager,,https://github.com/tonycoz/imager.git,,,,,,,,,,,,
1384,  novell||imanager,,novell,imanager,iManager,,java,https://www.openhub.net/p/imanager,BSD-4-Clause-UC,http://imanager.googlecode.com/svn/trunk/,,,,,,,,,,,,
1385,  gilles_lamiral||imapsync,,gilles_lamiral,imapsync,imapsync,,Perl,https://github.com/imapsync/imapsync,,https://github.com/imapsync/imapsync.git,,,,,,,,,,,,
1386,  enlightenment||imlib  imlib||imlib,  enlightenment||imlib  imlib||imlib,enlightenment,imlib,imlib,,C,http://ftp.gnome.org/pub/GNOME/sources/imlib/,,http://ftp.gnome.org/pub/GNOME/sources/imlib/,,,,,,,,,,,,
1387,  enlightenment||imlib  imlib||imlib,  enlightenment||imlib  imlib||imlib,imlib,imlib,imlib,,C,http://ftp.gnome.org/pub/GNOME/sources/imlib/,,http://ftp.gnome.org/pub/GNOME/sources/imlib/,,,,,,,,,,,,
1388,  enlightenment||imlib2  carsten_haitzler||imlib2,  enlightenment||imlib2  carsten_haitzler||imlib2,enlightenment,imlib2,imlib2,,C,https://www.openhub.net/p/imlib2,BSD-3-Clause,git://git.enlightenment.org/legacy/imlib2.git master,,,,,,,,,,,,
1389,  enlightenment||imlib2  carsten_haitzler||imlib2,  enlightenment||imlib2  carsten_haitzler||imlib2,carsten_haitzler,imlib2,imlib2,,C,https://www.openhub.net/p/imlib2,BSD-3-Clause,git://git.enlightenment.org/legacy/imlib2.git master,,,,,,,,,,,,
1390,  impresscms||impresscms,,impresscms,impresscms,ImpressCMS,,PHP,https://www.openhub.net/p/impresscms,GPL-2.0+,http://www.impresscms.org/content.php?page=Download,git://git.assembla.com/impresscms.git branches/impresscms_2.0,ttps://git.assembla.com/impresscms.git retro,http://subversion.assembla.com/svn/impresscms/branches/impresscms_1.3,,,,,,,,,
1391,  impresspages||impresspages_cms,,impresspages,impresspages_cms,ImpressPages CMS,,"PHP,JavaScript",https://github.com/impresspages/ImpressPages,,https://github.com/impresspages/ImpressPages.git,,,,,,,,,,,,
1392,  inotify||incron,,inotify,incron,incron,,JavaScript,https://www.openhub.net/p/incron,,svn://svn.aiken.cz,http://inotify.aiken.cz/?section=incron&page=download&lang=en,,,,,,,,,,,
1393,  kong||inf08,  kong||inf08,kong,inf08,Inf08 theme:Drupal,Inf08:Drupal,PHP,https://www.drupal.org/project/inf08,GPL-2.0+,git://git.drupal.org/project/inf08.git,,,,,,,,,,,,
1394,  adaptive_business_design||infinite_responder,,adaptive_business_design,infinite_responder,Infinite Responder,,PHP,http://sourceforge.net/projects/infiniteresp/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/infiniteresp/,,,,,,,,,,,,
1395,,,infusionsoft_gravity_forms_project,infusionsoft_gravity_forms,Infusionsoft Gravity Forms:WordPress,,PHP,https://wordpress.org/plugins/infusionsoft/,GPL-2.0+,https://wordpress.org/plugins/infusionsoft/developers/,,,,,,,,,,,,
1396,  injader||injader,,injader,injader,Injader,,PHP,http://sourceforge.net/projects/injader/,GNU General Public License version 2.0 (GPLv2),pserver:anonymous@injader.cvs.sourceforge.net:/cvsroot/injader,,,,,,,,,,,,
1397,  inkscape||inkscape,,inkscape,inkscape,Inkscape,,"Python,C++,C",http://sourceforge.net/projects/cs211vdubovyilab01/,GNU General Public License version 2.0 (GPLv2),https://code.launchpad.net/~inkscape.dev/inkscape/trunk,svn://svn.code.sf.net/p/inkscape/code/,http://svn.code.sf.net/p/inkscape/code/,http://sourceforge.net/projects/inkscape/files/inkscape/,,,,,,,,,
1398,  isc||inn  inn||inn,  isc||inn  inn||inn,isc,inn,INN,,C,https://www.openhub.net/p/inn,ISC,http://inn.eyrie.org/svn/trunk/,,,,,,,,,,,,
1399,  isc||inn  inn||inn,  isc||inn  inn||inn,inn,inn,INN,,C,https://www.openhub.net/p/inn,ISC,http://inn.eyrie.org/svn/trunk/,,,,,,,,,,,,
1400,  inotify||inotify-tools,,inotify,inotify-tools,inotify-tools,,C,http://sourceforge.net/projects/inotify-tools/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/inotify-tools/code/,,,,,,,,,,,,
1401,  insanely_simple_blog||insanely_simple_blog,,insanely_simple_blog,insanely_simple_blog,Insanely Simple Blog,,PHP,http://sourceforge.net/projects/insanelysimple2/,,http://sourceforge.net/projects/insanelysimple2/,,,,,,,,,,,,
1402,,,mark_burton,insertnode,Insert Node:Drupal,,PHP,https://www.drupal.org/project/InsertNode,GPL-2.0+,git://git.drupal.org/project/InsertNode.git,,,,,,,,,,,,
1403,  inspire_ircd||inspircd,,inspire_ircd,inspircd,InspIRCd,,C++,https://github.com/inspircd/inspircd,,https://github.com/inspircd/inspircd.git,,,,,,,,,,,,
1404,  instantsoft||instantcms,,instantsoft,instantcms,InstantCMS,,PHP,http://www.instantcms.ru/get,,http://www.instantcms.ru/get,,,,,,,,,,,,
1405,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,interact,interact,Interact,,PHP,http://sourceforge.net/projects/cce-interact/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/cce-interact/,,,,,,,,,,,,
1406,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,interact_learning_community_environment,interact,Interact,,PHP,http://sourceforge.net/projects/cce-interact/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/cce-interact/,,,,,,,,,,,,
1407,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,  interact||interact  interact_learning_community_environment||interact  cce-interact||interact,cce-interact,interact,Interact,,PHP,http://sourceforge.net/projects/cce-interact/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/cce-interact/,,,,,,,,,,,,
1408,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,redhat,interchange,interchange,,"Perl,HTML",https://github.com/interchange/interchange,GNU General Public License,https://github.com/interchange/interchange.git,,,,,,,,,,,,
1409,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,interchange_development_group,interchange,interchange,,"Perl,HTML",https://github.com/interchange/interchange,GNU General Public License,https://github.com/interchange/interchange.git,,,,,,,,,,,,
1410,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,  redhat||interchange  interchange_development_group||interchange  icdevgroup||interchange,icdevgroup,interchange,interchange,,"Perl,HTML",https://github.com/interchange/interchange,GNU General Public License,https://github.com/interchange/interchange.git,,,,,,,,,,,,
1411,  crm_ctt||interleave,,crm_ctt,interleave,Interleave,,PHP,http://sourceforge.net/projects/crm-ctt/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/crm-ctt/,,,,,,,,,,,,
1412,  icu_project||international_components_for_unicode,,icu_project,international_components_for_unicode,International Components for Unicode,,"C++,C,Java",http://sourceforge.net/projects/icubing/,MIT License,http://sourceforge.net/projects/icu/,:pserver:anonymous@icu.cvs.sourceforge.net:/cvsroot/icu,,,,,,,,,,,
1413,  reyero||i18n,  reyero||i18n,reyero,i18n,Internationalization:Drupal,i18n:Drupal,PHP,https://www.drupal.org/project/i18n,GPL-2.0+,git://git.drupal.org/project/i18n.git,,,,,,,,,,,,
1414,  idb||idb,,idb,idb,Internet Discussion Boards,iDB,PHP,https://svn.code.sf.net/p/intdb/svn/trunk/,BSD License,https://svn.code.sf.net/p/intdb/svn/trunk/,,,,,,,,,,,,
1415,,,a.kulikov,interra_blog_machine,InTerra,,PHP,https://www.openhub.net/p/interra,GPL-3.0+,http://interra.googlecode.com/svn/trunk/,,,,,,,,,,,,
1416,  iodine||iodine  kryo||iodine,  iodine||iodine  kryo||iodine,iodine,iodine,iodine,,C,https://github.com/yarrick/iodine,,http://code.kryo.se/iodine/,https://github.com/yarrick/iodine.git,,,,,,,,,,,
1417,  iodine||iodine  kryo||iodine,  iodine||iodine  kryo||iodine,kryo,iodine,iodine,,C,https://github.com/yarrick/iodine,,http://code.kryo.se/iodine/,https://github.com/yarrick/iodine.git,,,,,,,,,,,
1418,,,ioquake3,ioquake3_engine,ioquake3,,C,https://www.openhub.net/p/ioquake3,GPL-2.0+,https://github.com/ioquake/ioq3.git,svn://svn.icculus.org/quake3/trunk,,,,,,,,,,,
1419,,,id_software,quake_3_engine,ioquake3,,C,https://www.openhub.net/p/ioquake3,GPL-2.0+,https://github.com/ioquake/ioq3.git,svn://svn.icculus.org/quake3/trunk,,,,,,,,,,,
1420,  io-socket-ssl||io-socket-ssl,,io-socket-ssl,io-socket-ssl,IO-Socket-SSL,,Perl,https://github.com/noxxi/p5-io-socket-ssl,,https://github.com/noxxi/p5-io-socket-ssl.git,,,,,,,,,,,,
1421,,,ip_ban_project,ip_ban,IP Ban:WordPress,,PHP,https://wordpress.org/plugins/ip-ban/developers/,GPL-2.0+,https://wordpress.org/plugins/ip-ban/developers/,,,,,,,,,,,,
1422,,,ipcop,ipcop,IPCop Firewall,IPCop,"UnixShell,?Perl,?C",http://sourceforge.net/projects/ipcop/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/p/ipcop/svn/HEAD/tree/ipcop/,svn://svn.code.sf.net/p/ipcop/svn/,,,,,,,,,,,
1423,  darren_reed||ipfilter,,darren_reed,ipfilter,IPFilter,IP Filter,C,http://sourceforge.net/projects/ipfilter/?source=navbar,"BSD License,?GNU General Public License version 2.0 (GPLv2)",http://sourceforge.net/projects/ipfilter/files/ipfilter/,:pserver:anonymous@ipfilter.cvs.sourceforge.net:/cvsroot/ipfilter,,,,,,,,,,,
1424,  richard_ellerbrock||ipplan,,richard_ellerbrock,ipplan,Ipplan,,PHP,http://sourceforge.net/projects/iptrack/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/iptrack/,,,,,,,,,,,,
1425,  iproute2_project||iproute2,,iproute2_project,iproute2,iproute2,,C,https://github.com/shemminger/iproute2,,https://github.com/shemminger/iproute2.git,git://git.kernel.org/pub/scm/linux/kernel/git/shemminger/iproute2.git,,,,,,,,,,,
1426,  ipsec-tools||ipsec-tools,,ipsec-tools,ipsec-tools,ipsec-tools,,C,http://sourceforge.net/projects/ipsec-tools/,BSD License,http://sourceforge.net/projects/ipsec-tools/,,,,,,,,,,,,
1427,  netfilter_core_team||iptables,,netfilter_core_team,iptables,iptables,,C,https://www.openhub.net/p/iptables,GPL-2.0+,git://git.netfilter.org/iptables.git,,,,,,,,,,,,
1428,  iptbb_team||iptbb,,iptbb_team,iptbb,IPTBB,,PHP,https://www.openhub.net/p/iptbb,GPL-3.0+,svn://svn.code.sf.net/p/iptbb/code/,,,,,,,,,,,,
1429,  iputils||iputils  skbuff||iputils,  iputils||iputils  skbuff||iputils,skbuff,iputils,iputils,,C,https://www.openhub.net/p/iputils,GNU General Public License version 2.0 (GPLv2),git://github.com/boocz3ch/iputils.git master,,,,,,,,,,,,
1430,  iputils||iputils  skbuff||iputils,  iputils||iputils  skbuff||iputils,iputils,iputils,iputils,,C,https://www.openhub.net/p/iputils,GNU General Public License version 2.0 (GPLv2),git://github.com/boocz3ch/iputils.git,http://www.skbuff.net/iputils/,,,,,,,,,,,
1431,  ipython||ipython_notebook,,ipython,ipython_notebook,IPython Notebook,,Objective-C,https://github.com/liyanage/ipython-notebook,,https://github.com/liyanage/ipython-notebook.git,,,,,,,,,,,,
1432,  ipython||ipython_notebook,,ipython,notebook,IPython Notebook,,Objective-C,https://github.com/liyanage/ipython-notebook,,https://github.com/liyanage/ipython-notebook.git,,,,,,,,,,,,
1433,  ircd-hybrid||ircd-hybrid,,ircd-hybrid,ircd-hybrid,ircd-hybrid,,C,https://github.com/ircd-hybrid/ircd-hybrid,,https://github.com/ircd-hybrid/ircd-hybrid.git,git://github.com/ircd-hybrid/ircd-hybrid,,,,,,,,,,,
1434,  ircd-ratbox||ircd-ratbox  ratbox||ircd-ratbox,  ircd-ratbox||ircd-ratbox  ratbox||ircd-ratbox,ircd-ratbox,ircd-ratbox,ircd-ratbox,Ratbox IRC Daemon,C,https://www.openhub.net/p/ircd-ratbox,GPL-2.0+,http://svn.ratbox.org/svnroot/ircd-ratbox/trunk,,,,,,,,,,,,
1435,  ircd-ratbox||ircd-ratbox  ratbox||ircd-ratbox,  ircd-ratbox||ircd-ratbox  ratbox||ircd-ratbox,ratbox,ircd-ratbox,ircd-ratbox,Ratbox IRC Daemon,C,https://www.openhub.net/p/ircd-ratbox,GPL-2.0+,http://svn.ratbox.org/svnroot/ircd-ratbox/trunk,,,,,,,,,,,,
1436,  universal_ircd||ircu  ircu||ircu,  universal_ircd||ircu  ircu||ircu,universal_ircd,ircu,ircu,ircu - Universal IRC Daemon,C,http://sourceforge.net/projects/ircu/,GNU General Public License version 2.0 (GPLv2),http://ircu.sourceforge.net/,:pserver:anonymous@ircu.cvs.sourceforge.net:/cvsroot/ircu,,,,,,,,,,,
1437,  universal_ircd||ircu  ircu||ircu,  universal_ircd||ircu  ircu||ircu,ircu,ircu,ircu,ircu - Universal IRC Daemon,C,http://sourceforge.net/projects/ircu/,GNU General Public License version 2.0 (GPLv2),http://ircu.sourceforge.net/,:pserver:anonymous@ircu.cvs.sourceforge.net:/cvsroot/ircu,,,,,,,,,,,
1438,  ermenegildo_fiorito||irmin_cms,,ermenegildo_fiorito,irmin_cms,Irmin CMS,,PHP,https://svn.code.sf.net/p/pepsicms/code/,GPLv3,https://svn.code.sf.net/p/pepsicms/code/,,,,,,,,,,,,
1439,  irods||irods,,irods,irods,iRODS,,C++,https://github.com/irods/irods,,https://github.com/irods/irods.git,,,,,,,,,,,,
1440,  irssi||irssi,,irssi,irssi,irssi,,C,https://github.com/irssi/irssi,,https://github.com/irssi/irssi.git,http://svn.irssi.org/repos/irssi/trunk/,,,,,,,,,,,
1441,  isc||bind,,isc,bind,ISC BIND,BIND,C++,https://www.isc.org/downloads/#,,https://www.isc.org/downloads/#,,,,,,,,,,,,
1442,  iscsitarget||iscsitarget  arne_redlich_&_ross_walker||iscsitarget,  iscsitarget||iscsitarget  arne_redlich_&_ross_walker||iscsitarget,iscsitarget,iscsitarget,iSCSI Enterprise Target,iscsitarget,C,http://sourceforge.net/projects/iscsitarget/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/iscsitarget/code/trunk,,,,,,,,,,,,
1443,  iscsitarget||iscsitarget  arne_redlich_&_ross_walker||iscsitarget,  iscsitarget||iscsitarget  arne_redlich_&_ross_walker||iscsitarget,arne_redlich_&_ross_walker,iscsitarget,iSCSI Enterprise Target,iscsitarget,C,http://sourceforge.net/projects/iscsitarget/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/iscsitarget/code/trunk,,,,,,,,,,,,
1444,  josema_enzo||isiajax,,josema_enzo,isiajax,isiAJAX,,JavaScript,http://sourceforge.net/projects/isiajax/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/isiajax/files/,,,,,,,,,,,,
1445,  oswald_buddenhagen||isync,,oswald_buddenhagen,isync,Isync,,C,https://github.com/mback2k/isync,,https://github.com/mback2k/isync.git,,,,,,,,,,,,
1446,  martin_unzner||it!cms,,martin_unzner,it!cms,IT!CMS,,"JavaScript,PHP",http://sourceforge.net/projects/itcms/,MIT License,http://sourceforge.net/projects/itcms/files/,,,,,,,,,,,,
1447,,,itcms,itcms,IT!CMS,,"JavaScript,PHP",http://sourceforge.net/projects/itcms/,MIT License,http://sourceforge.net/projects/itcms/files/,,,,,,,,,,,,
1448,  combodo||itop,,combodo,itop,iTop,,PHP,http://sourceforge.net/projects/itop/,GNU General Public License version 3.0 (GPLv3),svn://svn.code.sf.net/p/itop/code/,,,,,,,,,,,,
1449,  otrs||otrs_itsm,,otrs,otrs_itsm,ITSM,OTRS ITSM,Perl,https://github.com/OTRS/ITSMCore,,https://github.com/OTRS/ITSMCore.git,,,,,,地址待审核,,,,,,
1450,  wiccle||iwiccle,,wiccle,iwiccle,iWiccle,,"JavaScript,PHP",http://sourceforge.net/projects/corefonts/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/iwiccle,,,,,,,,,,,,
1451,  ixon_cms||ixon_cms,,ixon_cms,ixon_cms,iXon CMS,,PHP,http://sourceforge.net/projects/ixon-cms/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/ixon-cms/,,,,,,,,,,,,
1452,  izicontents||izicontents,,izicontents,izicontents,iziContents,,PHP,http://sourceforge.net/projects/izicontents/,,http://sourceforge.net/projects/izicontents/,:pserver:anonymous@izicontents.cvs.sourceforge.net:/cvsroot/izicontents,,,,,,,,,,,
1453,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,jabber,jabberd2,jabberd2,,C,https://github.com/jabberd2/jabberd2,,https://github.com/jabberd2/jabberd2.git,,,,,,,,,,,,
1454,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,jabber2,jabberd2,jabberd2,,C,https://github.com/jabberd2/jabberd2,,https://github.com/jabberd2/jabberd2.git,,,,,,,,,,,,
1455,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,  jabber||jabberd2  jabber2||jabberd2  jabberd2||jabberd2,jabberd2,jabberd2,jabberd2,,C,https://github.com/jabberd2/jabberd2,,https://github.com/jabberd2/jabberd2.git,,,,,,,,,,,,
1456,  salims_softhouse||jaf_cms  jaf_cms||jaf_cms,  salims_softhouse||jaf_cms  jaf_cms||jaf_cms,salims_softhouse,jaf_cms,JAF CMS,just another flat file CMS,PHP,http://sourceforge.net/projects/jaf-cms/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/jaf-cms/,,,,,,,,,,,,
1457,  salims_softhouse||jaf_cms  jaf_cms||jaf_cms,  salims_softhouse||jaf_cms  jaf_cms||jaf_cms,jaf_cms,jaf_cms,JAF CMS,just another flat file CMS,PHP,http://sourceforge.net/projects/jaf-cms/,GNU General Public License version 2.0 (GPLv2),http://sourceforge.net/projects/jaf-cms/,,,,,,,,,,,,
1458,  jahia||jahia_xcm,,jahia,jahia_xcm,Jahia,Jahia xCM,"JSP,Java,JavaScript",http://sourceforge.net/projects/jahia/,GNU General Public License version 2.0 (GPLv2),svn://svn.code.sf.net/p/jahia/code/trunk,http://svn.code.sf.net/p/jahia/code/trunk,,,,,,,,,,,
1459,,,joomla,jambook,Jambook (com_Jambook),,PHP,http://www.guidedhelp.net/joomlacentral/joomla-extensions/jambook-joomla-guestbook-extension,GPL-2.0+,http://www.guidedhelp.net/joomlacentral/joomla-extensions/jambook-joomla-guestbook-extension,,,,,,,,,,,,
1460,,,mambo,jambook,Jambook (com_Jambook),,PHP,http://www.guidedhelp.net/joomlacentral/joomla-extensions/jambook-joomla-guestbook-extension,GPL-2.0+,http://www.guidedhelp.net/joomlacentral/joomla-extensions/jambook-joomla-guestbook-extension,,,,,,,,,,,,
1461,  steve_souza||java_application_monitor,,steve_souza,java_application_monitor,JAMon API,Java Application Monitor,Java,http://sourceforge.net/projects/jamonapi/,BSD License,git://git.code.sf.net/p/jamonapi/jamonapi,http://git.code.sf.net/p/jamonapi/jamonapi,,,,,,,,,,,
1462,  jamroom||jamroom,,jamroom,jamroom,Jamroom,,PHP,http://www.jamroom.net/download,Mozilla Public License,http://www.jamroom.net/download,,,,,*,,,,,,,
1463,  jamwiki||jamwiki,,jamwiki,jamwiki,JAMWiki,,Java,https://www.openhub.net/p/jamwiki,GPL-3.0+,git://git.code.sf.net/p/jamwiki/code,https://svn.code.sf.net/p/jamwiki/svn/wiki/trunk,,,,,,,,,,,
1464,  bryce_hamrick||janrain_capture,  bryce_hamrick||janrain_capture,bryce_hamrick,janrain_capture,Janrain Capture:Drupal,Janrain Registration:Drupal,PHP,https://www.drupal.org/project/janrain_capture,GPL-2.0+,https://www.drupal.org/project/janrain_capture,,,,,,,,,,,,
1465,  janrain||rpx,  janrain||rpx,janrain,rpx,Janrain Engage:Drupal,Janrain Social Login:Drupal;RPX:Drupal,PHP,https://www.drupal.org/project/rpx,GPL-2.0+,https://www.drupal.org/project/rpx,,,,,,,,,,,,
1466,  jansson_project||jansson,,jansson_project,jansson,Jansson,,C,https://github.com/akheron/jansson,,https://github.com/akheron/jansson.git,,,,,,,,,,,,
1467,  sun||java_embedding_plugin,,sun,java_embedding_plugin,Java Embedding Plugin,,"C,Java,ObjectiveC",http://sourceforge.net/projects/javaplugin/,MIT License,http://sourceforge.net/projects/javaplugin/,,,,,,,,,,,,
1468,  emeric_vernat||javamelody,,emeric_vernat,javamelody,JavaMelody,,java,https://www.openhub.net/p/javamelody,"Apache-2.0, LGPL-3.0",http://javamelody.googlecode.com/svn/trunk/,,,,,,,,,,,,
1469,  jaws||jaws,,jaws,jaws,Jaws,Jaws CMS/Framework,PHP,https://github.com/jaws-project/jaws,,https://github.com/jaws-project/jaws.git,http://code.jaws-project.com/svn/jaws/trunk/jaws,,,,,,,,,,,
1470,  cambridge_enterprise||jbig-kit,,cambridge_enterprise,jbig-kit,JBIG-KIT,JBIG-KIT lossless image compression library,C,https://github.com/mvanderkolff/jbigkit-packaging,,https://github.com/mvanderkolff/jbigkit-packaging.git,,,,,,,,,,,,
1471,  jboss||enterprise_application_platform  redhat||jboss_enterprise_application_platform,  jboss||enterprise_application_platform  redhat||jboss_enterprise_application_platform,jboss,enterprise_application_platform,JBoss Enterprise Application Platform,JBoss EAP;JBEAP,Java,,,http://www.jboss.org/products/eap/download/,,,,,,,,,,,,
1472,  jboss||enterprise_application_platform  redhat||jboss_enterprise_application_platform,  jboss||enterprise_application_platform  redhat||jboss_enterprise_application_platform,redhat,jboss_enterprise_application_platform,JBoss Enterprise Application Platform,JBoss EAP;JBEAP,Java,,,http://www.jboss.org/products/eap/download/,,,,,,,,,,,,
1473,  redhat||jboss_enterprise_portal_platform,,redhat,jboss_enterprise_portal_platform,JBoss Portal,jboss enterprise portal platform,Java,http://jbossportal.jboss.org/download,LGPL,http://jbossportal.jboss.org/download,http://anonsvn.jboss.org/repos/portal/,,,,,,,,,,,
1474,  redhat||jboss_enterprise_portal_platform,,redhat,jboss__portal,JBoss Portal,jboss enterprise portal platform,Java,http://jbossportal.jboss.org/download,LGPL,http://jbossportal.jboss.org/download,http://anonsvn.jboss.org/repos/portal/,,,,,,,,,,,
